Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Review Quantity,Check,Tax 5%, Total ,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
423-57-2993,B,Mandalay,Normal,Sports and travel,93.39,6,6,,28.0%, $560.34 ,3/27/2019,7:18:00 PM,Ewallet,560.34,4.761904762,28.017,10
894-41-5205,C,Naypyitaw,Normal,Food and beverages,43.18,8,8,,17.3%, $345.44 ,1/19/2019,7:39:00 PM,Credit card,345.44,4.761904762,17.272,8.3
275-28-0149,A,Yangon,Normal,Sports and travel,63.69,1,1,,3.2%, $63.69 ,2/25/2019,4:21:00 PM,Cash,63.69,4.761904762,3.1845,6
101-17-6199,A,Yangon,Normal,Food and beverages,45.79,7,7,,16.0%, $320.53 ,3/13/2019,7:44:00 PM,Credit card,320.53,4.761904762,16.0265,7
423-80-0988,C,Naypyitaw,Normal,Sports and travel,76.4,2,2,,7.6%, $152.80 ,1/30/2019,7:42:00 PM,Ewallet,152.8,4.761904762,7.64,6.5
548-46-9322,B,Mandalay,Normal,Food and beverages,39.9,10,10,,20.0%, $399.00 ,2/20/2019,3:24:00 PM,Credit card,399,4.761904762,19.95,5.9
505-02-0892,B,Mandalay,Customer,Health and beauty,42.57,8,8,,17.0%, $340.56 ,2/25/2019,2:12:00 PM,Ewallet,340.56,4.761904762,17.028,5.6
234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95.58,10,10,,47.8%, $955.80 ,1/16/2019,1:32:00 PM,Cash,955.8,4.761904762,47.79,4.8
687-47-8271,A,Yangon,Normal,Fashion accessories,98.98,10,10,,49.5%, $989.80 ,2/8/2019,4:20:00 PM,Credit card,989.8,4.761904762,49.49,8.7
796-32-9050,A,Yangon,Normal,Food and beverages,51.28,6,6,,15.4%, $307.68 ,1/19/2019,4:31:00 PM,Cash,307.68,4.761904762,15.384,6.5
105-31-1824,A,Yangon,Customer,Sports and travel,69.52,7,7,,24.3%, $486.64 ,2/1/2019,3:10:00 PM,Credit card,486.64,4.761904762,24.332,8.5
249-42-3782,A,Yangon,Normal,Health and beauty,70.01,5,5,,17.5%, $350.05 ,1/3/2019,11:36:00 AM,Ewallet,350.05,4.761904762,17.5025,5.5
316-55-4634,B,Mandalay,Customer,Food and beverages,80.05,5,5,,20.0%, $400.25 ,1/26/2019,12:45:00 PM,Credit card,400.25,4.761904762,20.0125,9.4
733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20.85,8,8,,8.3%, $166.80 ,3/3/2019,7:17:00 PM,Cash,166.8,4.761904762,8.34,6.3
608-27-6295,B,Mandalay,Customer,Electronic accessories,52.89,6,6,,15.9%, $317.34 ,1/19/2019,5:34:00 PM,Credit card,317.34,4.761904762,15.867,9.8
414-12-7047,B,Mandalay,Normal,Food and beverages,19.79,8,8,,7.9%, $158.32 ,1/18/2019,12:04:00 PM,Ewallet,158.32,4.761904762,7.916,8.7
827-26-2100,A,Yangon,Customer,Home and lifestyle,33.84,9,9,,15.2%, $304.56 ,3/21/2019,4:21:00 PM,Ewallet,304.56,4.761904762,15.228,8.8
175-54-2529,A,Yangon,Customer,Food and beverages,22.17,8,8,,8.9%, $177.36 ,3/3/2019,5:01:00 PM,Credit card,177.36,4.761904762,8.868,9.6
139-52-2867,C,Naypyitaw,Normal,Fashion accessories,22.51,7,7,,7.9%, $157.57 ,2/13/2019,10:50:00 AM,Credit card,157.57,4.761904762,7.8785,4.8
407-63-8975,A,Yangon,Normal,Food and beverages,73.88,6,6,,22.2%, $443.28 ,3/23/2019,7:16:00 PM,Ewallet,443.28,4.761904762,22.164,4.4
342-65-4817,C,Naypyitaw,Customer,Health and beauty,86.8,3,3,,13.0%, $260.40 ,1/28/2019,4:47:00 PM,Ewallet,260.4,4.761904762,13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64.26,7,7,,22.5%, $449.82 ,2/9/2019,10:00:00 AM,Cash,449.82,4.761904762,22.491,5.7
434-83-9547,C,Naypyitaw,Customer,Food and beverages,38.47,8,8,,15.4%, $307.76 ,1/23/2019,11:51:00 AM,Cash,307.76,4.761904762,15.388,7.7
851-28-6367,A,Yangon,Customer,Sports and travel,15.5,10,10,,7.8%, $155.00 ,3/23/2019,10:55:00 AM,Ewallet,155,4.761904762,7.75,8
824-88-3614,C,Naypyitaw,Normal,Health and beauty,34.31,8,8,,13.7%, $274.48 ,1/25/2019,3:00:00 PM,Ewallet,274.48,4.761904762,13.724,5.7
586-25-0848,A,Yangon,Normal,Sports and travel,12.34,7,7,,4.3%, $86.38 ,3/4/2019,11:19:00 AM,Credit card,86.38,4.761904762,4.319,6.7
895-66-0685,B,Mandalay,Customer,Food and beverages,18.08,3,3,,2.7%, $54.24 ,3/5/2019,7:46:00 PM,Ewallet,54.24,4.761904762,2.712,8
305-14-0245,B,Mandalay,Customer,Home and lifestyle,94.49,8,8,,37.8%, $755.92 ,3/3/2019,7:00:00 PM,Ewallet,755.92,4.761904762,37.796,7.5
732-04-5373,B,Mandalay,Customer,Home and lifestyle,46.47,4,4,,9.3%, $185.88 ,2/8/2019,10:53:00 AM,Cash,185.88,4.761904762,9.294,7
400-60-7251,A,Yangon,Normal,Home and lifestyle,74.07,1,1,,3.7%, $74.07 ,2/10/2019,12:50:00 PM,Ewallet,74.07,4.761904762,3.7035,9.9
593-65-1552,C,Naypyitaw,Normal,Home and lifestyle,69.81,4,4,,14.0%, $279.24 ,1/28/2019,8:50:00 PM,Credit card,279.24,4.761904762,13.962,5.9
284-34-9626,B,Mandalay,Normal,Home and lifestyle,77.04,3,3,,11.6%, $231.12 ,2/11/2019,10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2
437-58-8131,B,Mandalay,Normal,Fashion accessories,73.52,2,2,,7.4%, $147.04 ,1/15/2019,1:41:00 PM,Ewallet,147.04,4.761904762,7.352,4.6
286-43-6208,C,Naypyitaw,Normal,Food and beverages,87.8,9,9,,39.5%, $790.20 ,3/16/2019,7:08:00 PM,Cash,790.2,4.761904762,39.51,9.2
641-43-2399,B,Mandalay,Normal,Home and lifestyle,25.55,4,4,,5.1%, $102.20 ,1/26/2019,8:23:00 PM,Ewallet,102.2,4.761904762,5.11,5.7
831-07-6050,A,Yangon,Normal,Electronic accessories,32.71,5,5,,8.2%, $163.55 ,3/19/2019,11:30:00 AM,Credit card,163.55,4.761904762,8.1775,9.9
556-86-3144,C,Naypyitaw,Customer,Fashion accessories,74.29,1,1,,3.7%, $74.29 ,1/13/2019,7:30:00 PM,Cash,74.29,4.761904762,3.7145,5
848-24-9445,C,Naypyitaw,Customer,Health and beauty,43.7,2,2,,4.4%, $87.40 ,3/26/2019,6:03:00 PM,Cash,87.4,4.761904762,4.37,4.9
856-22-8149,A,Yangon,Normal,Home and lifestyle,25.29,1,1,,1.3%, $25.29 ,3/23/2019,10:13:00 AM,Ewallet,25.29,4.761904762,1.2645,6.1
699-01-4164,C,Naypyitaw,Normal,Health and beauty,41.5,4,4,,8.3%, $166.00 ,3/12/2019,7:58:00 PM,Credit card,166,4.761904762,8.3,8.2
420-11-4919,C,Naypyitaw,Customer,Food and beverages,71.39,5,5,,17.8%, $356.95 ,2/17/2019,7:57:00 PM,Credit card,356.95,4.761904762,17.8475,5.5
606-80-4905,C,Naypyitaw,Customer,Sports and travel,19.15,6,6,,5.7%, $114.90 ,1/29/2019,10:01:00 AM,Credit card,114.9,4.761904762,5.745,6.8
542-41-0513,B,Mandalay,Customer,Electronic accessories,57.49,4,4,,11.5%, $229.96 ,3/15/2019,11:57:00 AM,Cash,229.96,4.761904762,11.498,6.6
426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61.41,7,7,,21.5%, $429.87 ,1/14/2019,10:02:00 AM,Cash,429.87,4.761904762,21.4935,9.8
875-46-5808,B,Mandalay,Customer,Health and beauty,25.9,10,10,,13.0%, $259.00 ,2/6/2019,2:51:00 PM,Ewallet,259,4.761904762,12.95,8.7
394-43-4238,B,Mandalay,Customer,Home and lifestyle,17.77,5,5,,4.4%, $88.85 ,2/15/2019,12:42:00 PM,Credit card,88.85,4.761904762,4.4425,5.4
749-24-1565,A,Yangon,Normal,Health and beauty,23.03,9,9,,10.4%, $207.27 ,1/3/2019,12:02:00 PM,Ewallet,207.27,4.761904762,10.3635,7.9
672-51-8681,C,Naypyitaw,Customer,Electronic accessories,66.65,9,9,,30.0%, $599.85 ,1/4/2019,6:19:00 PM,Credit card,599.85,4.761904762,29.9925,9.7
263-87-5680,C,Naypyitaw,Customer,Home and lifestyle,28.53,10,10,,14.3%, $285.30 ,3/18/2019,5:38:00 PM,Ewallet,285.3,4.761904762,14.265,7.8
573-58-9734,B,Mandalay,Normal,Fashion accessories,30.37,3,3,,4.6%, $91.11 ,3/28/2019,1:41:00 PM,Ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,B,Mandalay,Normal,Electronic accessories,99.73,9,9,,44.9%, $897.57 ,3/2/2019,7:42:00 PM,Credit card,897.57,4.761904762,44.8785,6.5
888-02-0338,A,Yangon,Normal,Electronic accessories,26.23,9,9,,11.8%, $236.07 ,1/25/2019,8:24:00 PM,Ewallet,236.07,4.761904762,11.8035,5.9
677-11-0152,C,Naypyitaw,Normal,Food and beverages,93.26,9,9,,42.0%, $839.34 ,1/16/2019,6:08:00 PM,Cash,839.34,4.761904762,41.967,8.8
142-63-6033,B,Mandalay,Normal,Home and lifestyle,92.36,5,5,,23.1%, $461.80 ,3/20/2019,7:17:00 PM,Ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,B,Mandalay,Normal,Sports and travel,46.42,3,3,,7.0%, $139.26 ,1/4/2019,1:24:00 PM,Credit card,139.26,4.761904762,6.963,4.4
891-58-8335,B,Mandalay,Customer,Sports and travel,29.61,7,7,,10.4%, $207.27 ,3/11/2019,3:53:00 PM,Cash,207.27,4.761904762,10.3635,6.5
802-43-8934,A,Yangon,Normal,Home and lifestyle,18.28,1,1,,0.9%, $18.28 ,3/22/2019,3:05:00 PM,Credit card,18.28,4.761904762,0.914,8.3
560-30-5617,B,Mandalay,Normal,Sports and travel,24.77,5,5,,6.2%, $123.85 ,3/24/2019,6:27:00 PM,Cash,123.85,4.761904762,6.1925,8.5
319-74-2561,A,Yangon,Customer,Electronic accessories,94.64,3,3,,14.2%, $283.92 ,2/21/2019,4:55:00 PM,Cash,283.92,4.761904762,14.196,5.5
549-03-9315,B,Mandalay,Normal,Fashion accessories,94.87,8,8,,37.9%, $758.96 ,2/12/2019,12:58:00 PM,Ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,B,Mandalay,Normal,Food and beverages,57.34,3,3,,8.6%, $172.02 ,3/10/2019,6:59:00 PM,Credit card,172.02,4.761904762,8.601,7.9
239-36-3640,B,Mandalay,Normal,Electronic accessories,45.35,6,6,,13.6%, $272.10 ,1/31/2019,1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,B,Mandalay,Normal,Food and beverages,62.08,7,7,,21.7%, $434.56 ,3/6/2019,1:46:00 PM,Ewallet,434.56,4.761904762,21.728,5.4
389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11.81,5,5,,3.0%, $59.05 ,2/17/2019,6:06:00 PM,Cash,59.05,4.761904762,2.9525,9.4
279-62-1445,C,Naypyitaw,Customer,Fashion accessories,12.54,1,1,,0.6%, $12.54 ,2/21/2019,12:38:00 PM,Cash,12.54,4.761904762,0.627,8.2
213-72-6612,A,Yangon,Normal,Food and beverages,43.25,2,2,,4.3%, $86.50 ,3/20/2019,3:56:00 PM,Cash,86.5,4.761904762,4.325,6.2
746-68-6593,C,Naypyitaw,Customer,Sports and travel,87.16,2,2,,8.7%, $174.32 ,1/11/2019,2:29:00 PM,Credit card,174.32,4.761904762,8.716,9.7
836-82-5858,B,Mandalay,Customer,Health and beauty,69.37,9,9,,31.2%, $624.33 ,1/26/2019,7:14:00 PM,Ewallet,624.33,4.761904762,31.2165,4
583-72-1480,C,Naypyitaw,Customer,Electronic accessories,37.06,4,4,,7.4%, $148.24 ,1/31/2019,4:24:00 PM,Ewallet,148.24,4.761904762,7.412,9.7
466-61-5506,B,Mandalay,Customer,Electronic accessories,90.7,6,6,,27.2%, $544.20 ,2/26/2019,10:52:00 AM,Cash,544.2,4.761904762,27.21,5.3
721-86-6247,A,Yangon,Normal,Home and lifestyle,63.42,8,8,,25.4%, $507.36 ,3/11/2019,12:55:00 PM,Ewallet,507.36,4.761904762,25.368,7.4
289-65-5721,B,Mandalay,Normal,Fashion accessories,81.37,2,2,,8.1%, $162.74 ,1/26/2019,7:28:00 PM,Cash,162.74,4.761904762,8.137,6.5
545-46-3100,B,Mandalay,Customer,Electronic accessories,10.59,3,3,,1.6%, $31.77 ,3/12/2019,1:52:00 PM,Credit card,31.77,4.761904762,1.5885,8.7
418-02-5978,B,Mandalay,Normal,Health and beauty,84.09,9,9,,37.8%, $756.81 ,2/11/2019,10:54:00 AM,Cash,756.81,4.761904762,37.8405,8
269-04-5750,B,Mandalay,Customer,Fashion accessories,73.82,4,4,,14.8%, $295.28 ,2/21/2019,6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7
157-13-5295,A,Yangon,Customer,Health and beauty,51.94,10,10,,26.0%, $519.40 ,3/9/2019,6:24:00 PM,Ewallet,519.4,4.761904762,25.97,6.5
645-78-8093,A,Yangon,Normal,Sports and travel,93.14,2,2,,9.3%, $186.28 ,1/20/2019,6:09:00 PM,Ewallet,186.28,4.761904762,9.314,4.1
211-30-9270,C,Naypyitaw,Normal,Health and beauty,17.41,5,5,,4.4%, $87.05 ,1/28/2019,3:16:00 PM,Credit card,87.05,4.761904762,4.3525,4.9
755-12-3214,C,Naypyitaw,Customer,Fashion accessories,44.22,5,5,,11.1%, $221.10 ,3/5/2019,5:07:00 PM,Credit card,221.1,4.761904762,11.055,8.6
346-84-3103,B,Mandalay,Customer,Electronic accessories,13.22,5,5,,3.3%, $66.10 ,3/2/2019,7:26:00 PM,Cash,66.1,4.761904762,3.305,4.3
478-06-7835,A,Yangon,Normal,Fashion accessories,89.69,1,1,,4.5%, $89.69 ,1/11/2019,11:20:00 AM,Ewallet,89.69,4.761904762,4.4845,4.9
540-11-4336,A,Yangon,Normal,Food and beverages,24.94,9,9,,11.2%, $224.46 ,1/11/2019,4:49:00 PM,Credit card,224.46,4.761904762,11.223,5.6
448-81-5016,A,Yangon,Normal,Health and beauty,59.77,2,2,,6.0%, $119.54 ,3/11/2019,12:01:00 PM,Credit card,119.54,4.761904762,5.977,5.8
142-72-4741,C,Naypyitaw,Customer,Fashion accessories,93.2,2,2,,9.3%, $186.40 ,2/28/2019,6:37:00 PM,Credit card,186.4,4.761904762,9.32,6
217-58-1179,A,Yangon,Customer,Home and lifestyle,62.65,4,4,,12.5%, $250.60 ,1/5/2019,11:25:00 AM,Cash,250.6,4.761904762,12.53,4.2
376-02-8238,B,Mandalay,Normal,Home and lifestyle,93.87,8,8,,37.5%, $750.96 ,2/2/2019,6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3
530-90-9855,A,Yangon,Customer,Home and lifestyle,47.59,8,8,,19.0%, $380.72 ,1/1/2019,2:47:00 PM,Cash,380.72,4.761904762,19.036,5.7
866-05-7563,B,Mandalay,Customer,Electronic accessories,81.4,3,3,,12.2%, $244.20 ,2/9/2019,7:43:00 PM,Cash,244.2,4.761904762,12.21,4.8
604-70-6476,A,Yangon,Customer,Fashion accessories,17.94,5,5,,4.5%, $89.70 ,1/23/2019,2:04:00 PM,Ewallet,89.7,4.761904762,4.485,6.8
799-71-1548,A,Yangon,Customer,Electronic accessories,77.72,4,4,,15.5%, $310.88 ,1/7/2019,4:11:00 PM,Credit card,310.88,4.761904762,15.544,8.8
785-13-7708,B,Mandalay,Normal,Food and beverages,73.06,7,7,,25.6%, $511.42 ,1/14/2019,7:06:00 PM,Credit card,511.42,4.761904762,25.571,4.2
845-51-0542,B,Mandalay,Customer,Food and beverages,46.55,9,9,,20.9%, $418.95 ,2/2/2019,3:34:00 PM,Ewallet,418.95,4.761904762,20.9475,6.4
662-47-5456,C,Naypyitaw,Customer,Fashion accessories,35.19,10,10,,17.6%, $351.90 ,3/17/2019,7:06:00 PM,Credit card,351.9,4.761904762,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Sports and travel,14.39,2,2,,1.4%, $28.78 ,3/2/2019,7:44:00 PM,Credit card,28.78,4.761904762,1.439,7.2
290-68-2984,A,Yangon,Normal,Home and lifestyle,23.75,4,4,,4.8%, $95.00 ,3/16/2019,11:22:00 AM,Cash,95,4.761904762,4.75,5.2
704-11-6354,A,Yangon,Customer,Home and lifestyle,58.9,8,8,,23.6%, $471.20 ,1/6/2019,11:23:00 AM,Cash,471.2,4.761904762,23.56,8.9
110-48-7033,B,Mandalay,Customer,Fashion accessories,32.62,4,4,,6.5%, $130.48 ,1/29/2019,2:12:00 PM,Cash,130.48,4.761904762,6.524,9
366-93-0948,A,Yangon,Customer,Electronic accessories,66.35,1,1,,3.3%, $66.35 ,1/31/2019,10:46:00 AM,Credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,A,Yangon,Customer,Home and lifestyle,25.91,6,6,,7.8%, $155.46 ,2/5/2019,10:16:00 AM,Ewallet,155.46,4.761904762,7.773,8.7
151-16-1484,A,Yangon,Customer,Electronic accessories,32.25,4,4,,6.5%, $129.00 ,2/13/2019,12:38:00 PM,Ewallet,129,4.761904762,6.45,6.5
380-94-4661,C,Naypyitaw,Customer,Electronic accessories,65.94,4,4,,13.2%, $263.76 ,2/7/2019,1:05:00 PM,Credit card,263.76,4.761904762,13.188,6.9
850-41-9669,A,Yangon,Normal,Electronic accessories,75.06,9,9,,33.8%, $675.54 ,3/19/2019,1:25:00 PM,Ewallet,675.54,4.761904762,33.777,6.2
821-07-3596,C,Naypyitaw,Normal,Fashion accessories,16.45,4,4,,3.3%, $65.80 ,3/7/2019,2:53:00 PM,Ewallet,65.8,4.761904762,3.29,5.6
655-85-5130,B,Mandalay,Customer,Fashion accessories,38.3,4,4,,7.7%, $153.20 ,3/13/2019,7:22:00 PM,Cash,153.2,4.761904762,7.66,5.7
447-15-7839,A,Yangon,Customer,Sports and travel,22.24,10,10,,11.1%, $222.40 ,2/9/2019,11:00:00 AM,Cash,222.4,4.761904762,11.12,4.2
154-74-7179,B,Mandalay,Normal,Sports and travel,54.45,1,1,,2.7%, $54.45 ,2/26/2019,7:24:00 PM,Ewallet,54.45,4.761904762,2.7225,7.9
253-12-6086,A,Yangon,Customer,Sports and travel,98.4,7,7,,34.4%, $688.80 ,3/12/2019,12:43:00 PM,Credit card,688.8,4.761904762,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,35.47,4,4,,7.1%, $141.88 ,3/14/2019,5:22:00 PM,Credit card,141.88,4.761904762,7.094,6.9
571-94-0759,B,Mandalay,Customer,Food and beverages,74.6,10,10,,37.3%, $746.00 ,1/8/2019,8:55:00 PM,Cash,746,4.761904762,37.3,9.5
144-51-6085,A,Yangon,Customer,Home and lifestyle,70.74,4,4,,14.1%, $282.96 ,1/5/2019,4:05:00 PM,Credit card,282.96,4.761904762,14.148,4.4
731-14-2199,A,Yangon,Customer,Home and lifestyle,35.54,10,10,,17.8%, $355.40 ,1/4/2019,1:34:00 PM,Ewallet,355.4,4.761904762,17.77,7
783-09-1637,B,Mandalay,Normal,Sports and travel,67.43,5,5,,16.9%, $337.15 ,3/6/2019,6:13:00 PM,Ewallet,337.15,4.761904762,16.8575,6.3
687-15-1097,C,Naypyitaw,Customer,Health and beauty,21.12,2,2,,2.1%, $42.24 ,1/3/2019,7:17:00 PM,Cash,42.24,4.761904762,2.112,9.7
126-54-1082,A,Yangon,Customer,Home and lifestyle,21.54,9,9,,9.7%, $193.86 ,1/7/2019,11:44:00 AM,Credit card,193.86,4.761904762,9.693,8.8
633-91-1052,A,Yangon,Normal,Home and lifestyle,12.03,2,2,,1.2%, $24.06 ,1/27/2019,3:51:00 PM,Cash,24.06,4.761904762,1.203,5.1
477-24-6490,B,Mandalay,Normal,Health and beauty,99.71,6,6,,29.9%, $598.26 ,2/26/2019,4:52:00 PM,Ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,B,Mandalay,Normal,Fashion accessories,47.97,7,7,,16.8%, $335.79 ,1/7/2019,8:52:00 PM,Cash,335.79,4.761904762,16.7895,6.2
526-86-8552,C,Naypyitaw,Customer,Home and lifestyle,21.82,10,10,,10.9%, $218.20 ,1/7/2019,5:36:00 PM,Cash,218.2,4.761904762,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Fashion accessories,95.42,4,4,,19.1%, $381.68 ,2/2/2019,1:23:00 PM,Ewallet,381.68,4.761904762,19.084,6.4
537-72-0426,C,Naypyitaw,Customer,Fashion accessories,70.99,10,10,,35.5%, $709.90 ,3/20/2019,4:28:00 PM,Cash,709.9,4.761904762,35.495,5.7
828-61-5674,A,Yangon,Customer,Sports and travel,44.02,10,10,,22.0%, $440.20 ,3/20/2019,7:57:00 PM,Credit card,440.2,4.761904762,22.01,9.6
136-08-6195,A,Yangon,Normal,Home and lifestyle,69.96,8,8,,28.0%, $559.68 ,2/15/2019,5:01:00 PM,Credit card,559.68,4.761904762,27.984,6.4
523-38-0215,C,Naypyitaw,Normal,Home and lifestyle,37,1,1,,1.9%, $37.00 ,3/6/2019,1:29:00 PM,Credit card,37,4.761904762,1.85,7.9
490-29-1201,A,Yangon,Normal,Sports and travel,15.34,1,1,,0.8%, $15.34 ,1/6/2019,11:09:00 AM,Cash,15.34,4.761904762,0.767,6.5
667-92-0055,A,Yangon,Customer,Health and beauty,99.83,6,6,,29.9%, $598.98 ,3/4/2019,3:02:00 PM,Ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,A,Yangon,Customer,Health and beauty,47.67,4,4,,9.5%, $190.68 ,3/12/2019,2:21:00 PM,Cash,190.68,4.761904762,9.534,9.1
498-41-1961,B,Mandalay,Normal,Health and beauty,66.68,5,5,,16.7%, $333.40 ,2/20/2019,6:01:00 PM,Cash,333.4,4.761904762,16.67,7.6
593-95-4461,C,Naypyitaw,Customer,Home and lifestyle,74.86,1,1,,3.7%, $74.86 ,3/24/2019,2:49:00 PM,Cash,74.86,4.761904762,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Sports and travel,23.75,9,9,,10.7%, $213.75 ,1/31/2019,12:02:00 PM,Cash,213.75,4.761904762,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Food and beverages,48.51,7,7,,17.0%, $339.57 ,1/25/2019,1:30:00 PM,Credit card,339.57,4.761904762,16.9785,5.2
430-60-3493,A,Yangon,Customer,Home and lifestyle,94.88,7,7,,33.2%, $664.16 ,2/3/2019,2:38:00 PM,Cash,664.16,4.761904762,33.208,4.2
139-20-0155,B,Mandalay,Customer,Electronic accessories,40.3,10,10,,20.2%, $403.00 ,1/24/2019,5:37:00 PM,Credit card,403,4.761904762,20.15,7
558-80-4082,C,Naypyitaw,Normal,Electronic accessories,27.85,7,7,,9.7%, $194.95 ,3/14/2019,5:20:00 PM,Ewallet,194.95,4.761904762,9.7475,6
278-97-7759,A,Yangon,Customer,Electronic accessories,62.48,1,1,,3.1%, $62.48 ,2/18/2019,8:29:00 PM,Cash,62.48,4.761904762,3.124,4.7
316-68-6352,A,Yangon,Customer,Food and beverages,36.36,2,2,,3.6%, $72.72 ,1/21/2019,10:00:00 AM,Cash,72.72,4.761904762,3.636,7.1
585-03-5943,B,Mandalay,Normal,Health and beauty,18.11,10,10,,9.1%, $181.10 ,3/13/2019,11:46:00 AM,Ewallet,181.1,4.761904762,9.055,5.9
211-05-0490,C,Naypyitaw,Customer,Electronic accessories,51.92,5,5,,13.0%, $259.60 ,3/3/2019,1:42:00 PM,Cash,259.6,4.761904762,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Electronic accessories,28.84,4,4,,5.8%, $115.36 ,3/29/2019,2:44:00 PM,Cash,115.36,4.761904762,5.768,6.4
744-02-5987,A,Yangon,Customer,Home and lifestyle,78.38,6,6,,23.5%, $470.28 ,1/10/2019,2:16:00 PM,Ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,A,Yangon,Customer,Home and lifestyle,60.01,4,4,,12.0%, $240.04 ,1/25/2019,3:54:00 PM,Cash,240.04,4.761904762,12.002,4.5
779-06-0012,C,Naypyitaw,Customer,Home and lifestyle,88.61,1,1,,4.4%, $88.61 ,1/19/2019,10:21:00 AM,Cash,88.61,4.761904762,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Fashion accessories,99.82,2,2,,10.0%, $199.64 ,1/2/2019,6:09:00 PM,Credit card,199.64,4.761904762,9.982,6.7
573-10-3877,B,Mandalay,Customer,Health and beauty,39.01,1,1,,2.0%, $39.01 ,3/12/2019,4:46:00 PM,Credit card,39.01,4.761904762,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Food and beverages,48.61,1,1,,2.4%, $48.61 ,2/25/2019,3:31:00 PM,Cash,48.61,4.761904762,2.4305,4.4
439-54-7422,A,Yangon,Normal,Electronic accessories,51.19,4,4,,10.2%, $204.76 ,3/18/2019,5:15:00 PM,Credit card,204.76,4.761904762,10.238,4.7
396-90-2219,B,Mandalay,Normal,Electronic accessories,14.96,8,8,,6.0%, $119.68 ,2/23/2019,12:29:00 PM,Cash,119.68,4.761904762,5.984,8.6
411-77-0180,A,Yangon,Customer,Electronic accessories,72.2,7,7,,25.3%, $505.40 ,3/26/2019,8:14:00 PM,Ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,A,Yangon,Normal,Sports and travel,40.23,7,7,,14.1%, $281.61 ,3/30/2019,1:22:00 PM,Cash,281.61,4.761904762,14.0805,9.6
803-17-8013,A,Yangon,Customer,Home and lifestyle,88.79,8,8,,35.5%, $710.32 ,2/17/2019,5:09:00 PM,Cash,710.32,4.761904762,35.516,4.1
512-98-1403,A,Yangon,Customer,Electronic accessories,26.48,3,3,,4.0%, $79.44 ,3/21/2019,10:40:00 AM,Ewallet,79.44,4.761904762,3.972,4.7
848-42-2560,A,Yangon,Normal,Fashion accessories,81.91,2,2,,8.2%, $163.82 ,3/5/2019,5:43:00 PM,Cash,163.82,4.761904762,8.191,7.8
532-59-7201,B,Mandalay,Customer,Sports and travel,79.93,6,6,,24.0%, $479.58 ,1/31/2019,2:04:00 PM,Cash,479.58,4.761904762,23.979,5.5
181-94-6432,C,Naypyitaw,Customer,Fashion accessories,69.33,2,2,,6.9%, $138.66 ,2/5/2019,7:05:00 PM,Ewallet,138.66,4.761904762,6.933,9.7
870-76-1733,A,Yangon,Customer,Food and beverages,14.23,5,5,,3.6%, $71.15 ,2/1/2019,10:08:00 AM,Credit card,71.15,4.761904762,3.5575,4.4
423-64-4619,A,Yangon,Customer,Health and beauty,15.55,9,9,,7.0%, $139.95 ,3/7/2019,1:12:00 PM,Cash,139.95,4.761904762,6.9975,5
227-07-4446,C,Naypyitaw,Customer,Electronic accessories,78.13,10,10,,39.1%, $781.30 ,2/10/2019,8:51:00 PM,Cash,781.3,4.761904762,39.065,4.4
174-36-3675,C,Naypyitaw,Customer,Food and beverages,99.37,2,2,,9.9%, $198.74 ,2/14/2019,5:29:00 PM,Cash,198.74,4.761904762,9.937,5.2
428-83-5800,C,Naypyitaw,Customer,Food and beverages,21.08,3,3,,3.2%, $63.24 ,2/9/2019,10:25:00 AM,Cash,63.24,4.761904762,3.162,7.3
603-07-0961,C,Naypyitaw,Customer,Electronic accessories,74.79,5,5,,18.7%, $373.95 ,1/10/2019,11:34:00 AM,Cash,373.95,4.761904762,18.6975,4.9
704-20-4138,C,Naypyitaw,Customer,Health and beauty,29.67,7,7,,10.4%, $207.69 ,3/11/2019,6:58:00 PM,Credit card,207.69,4.761904762,10.3845,8.1
